Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
11.896,0,,0.48,0,,3.18,0.487,3.168,10pts smooth,0.56539661,2.9159946,500pts smooth
11.898,1,0.59,0.59,1,3.19,3.19,0.513,3.173,10pts smooth,0.56359822,2.9154036,500pts smooth
11.9,1,0.63,0.63,1,3.11,3.11,0.542,3.154,10pts smooth,0.56180286,2.9148111,500pts smooth
11.902,1,0.41,0.41,1,3.15,3.15,0.579,3.117,10pts smooth,0.56001204,2.9142177,500pts smooth
11.904,1,0.64,0.64,1,3.08,3.08,0.61,3.054,10pts smooth,0.55822724,2.9136243,500pts smooth
11.906,1,0.73,0.73,1,2.97,2.97,0.67,2.986,10pts smooth,0.55644977,2.9130311,500pts smooth
11.908,0,,0.72,0,,2.915,0.732,2.928,10pts smooth,0.55468112,2.9124386,500pts smooth
11.91,1,0.71,0.71,1,2.86,2.86,0.759,2.922,10pts smooth,0.55292267,2.9118481,500pts smooth
11.912,1,0.83,0.83,1,2.98,2.98,0.77,2.932,10pts smooth,0.55117589,2.9112594,500pts smooth
11.914,1,0.78,0.78,1,2.94,2.94,0.778,2.956,10pts smooth,0.54944217,2.9106734,500pts smooth
11.916,1,0.73,0.73,1,3.02,3.02,0.776,2.973,10pts smooth,0.547723,2.9100909,500pts smooth
11.918,1,0.75,0.75,1,2.91,2.91,0.744,2.947,10pts smooth,0.54601973,2.9095123,500pts smooth
11.92,1,0.78,0.78,1,2.95,2.95,0.709,2.909,10pts smooth,0.54433382,2.9089382,500pts smooth
11.922,0,,0.675,0,,2.87,0.697,2.865,10pts smooth,0.54266667,2.9083693,500pts smooth
11.924,1,0.57,0.57,1,2.79,2.79,0.689,2.835,10pts smooth,0.5410198,2.9078059,500pts smooth
11.926,1,0.76,0.76,1,2.81,2.81,0.688,2.842,10pts smooth,0.5393945,2.907249,500pts smooth
11.928,1,0.77,0.77,1,2.93,2.93,0.688,2.875,10pts smooth,0.53779227,2.9066989,500pts smooth
11.93,1,0.56,0.56,1,2.94,2.94,0.667,2.959,10pts smooth,0.53621453,2.9061565,500pts smooth
11.932,1,0.69,0.69,1,2.97,2.97,0.635,3.046,10pts smooth,0.53466272,2.9056222,500pts smooth
11.934,1,0.59,0.59,1,3.22,3.22,0.585,3.088,10pts smooth,0.53313828,2.9050965,500pts smooth
11.936,0,,0.55,0,,3.125,0.544,3.117,10pts smooth,0.53164256,2.9045801,500pts smooth
11.938,1,0.51,0.51,1,3.03,3.03,0.526,3.133,10pts smooth,0.530177,2.9040737,500pts smooth
11.94,1,0.48,0.48,1,3.16,3.16,0.531,3.135,10pts smooth,0.52874309,2.9035778,500pts smooth
11.942,1,0.58,0.58,1,3.13,3.13,0.597,3.14,10pts smooth,0.5273422,2.9030931,500pts smooth
11.944,1,0.72,0.72,1,3.22,3.22,0.668,3.131,10pts smooth,0.52597576,2.9026201,500pts smooth
11.946,1,0.71,0.71,1,3.01,3.01,0.691,3.067,10pts smooth,0.52464527,2.9021592,500pts smooth
11.948,1,0.73,0.73,1,3.01,3.01,0.693,2.992,10pts smooth,0.52335209,2.9017115,500pts smooth
11.95,0,,0.645,0,,2.93,0.67,2.933,10pts smooth,0.52209759,2.9012771,500pts smooth
11.952,1,0.56,0.56,1,2.85,2.85,0.642,2.893,10pts smooth,0.52088332,2.9008567,500pts smooth
11.954,1,0.64,0.64,1,2.92,2.92,0.628,2.901,10pts smooth,0.5197106,2.9004512,500pts smooth
11.956,1,0.73,0.73,1,2.92,2.92,0.612,2.932,10pts smooth,0.51858097,2.9000609,500pts smooth
11.958,1,0.53,0.53,1,3,3,0.586,2.981,10pts smooth,0.51749569,2.8996866,500pts smooth
11.96,1,0.51,0.51,1,3.03,3.03,0.558,3.037,10pts smooth,0.51645637,2.8993287,500pts smooth
11.962,0,,0.545,0,,3.085,0.546,3.094,10pts smooth,0.51546431,2.898988,500pts smooth
11.964,1,0.58,0.58,1,3.14,3.14,0.538,3.139,10pts smooth,0.51452094,2.898665,500pts smooth
11.966,1,0.52,0.52,1,3.15,3.15,0.524,3.142,10pts smooth,0.5135892,2.8983395,500pts smooth
11.968,1,0.5,0.5,1,3.2,3.2,0.505,3.126,10pts smooth,0.51263171,2.8979924,500pts smooth
11.97,1,0.47,0.47,1,3.02,3.02,0.472,3.082,10pts smooth,0.51164955,2.8976238,500pts smooth
11.972,0,,0.447,0,,3.025,0.44,3.058,10pts smooth,0.51064366,2.8972347,500pts smooth
11.974,0,,0.425,0,,3.03,0.416,3.031,10pts smooth,0.50961524,2.8968258,500pts smooth
11.976,0,,0.402,0,,3.035,0.41,2.996,10pts smooth,0.50856531,2.8963978,500pts smooth
11.978,1,0.38,0.38,1,3.04,3.04,0.42,2.962,10pts smooth,0.50749487,2.8959515,500pts smooth
11.98,1,0.5,0.5,1,2.78,2.78,0.466,2.929,10pts smooth,0.50640506,2.8954875,500pts smooth
11.982,1,0.48,0.48,1,2.93,2.93,0.52,2.898,10pts smooth,0.50529689,2.8950064,500pts smooth
11.984,1,0.61,0.61,1,2.93,2.93,0.561,2.886,10pts smooth,0.50417149,2.8945093,500pts smooth
11.986,0,,0.59,0,,2.875,0.592,2.876,10pts smooth,0.50302982,2.8939967,500pts smooth
11.988,1,0.57,0.57,1,2.82,2.82,0.601,2.842,10pts smooth,0.50187302,2.8934696,500pts smooth
11.99,0,,0.59,0,,2.795,0.585,2.799,10pts smooth,0.50070208,2.8929281,500pts smooth
11.992,1,0.61,0.61,1,2.77,2.77,0.523,2.746,10pts smooth,0.49951816,2.8923736,500pts smooth
11.994,1,0.41,0.41,1,2.72,2.72,0.449,2.695,10pts smooth,0.49832222,2.8918064,500pts smooth
11.996,1,0.32,0.32,1,2.63,2.63,0.373,2.652,10pts smooth,0.4971154,2.8912272,500pts smooth
11.998,1,0.36,0.36,1,2.58,2.58,0.316,2.628,10pts smooth,0.49589869,2.8906372,500pts smooth
12,1,0.22,0.22,1,2.68,2.68,0.321,2.653,10pts smooth,0.49467322,2.8900366,500pts smooth
12.002,1,0.45,0.45,1,2.69,2.69,0.347,2.698,10pts smooth,0.49344,2.8894262,500pts smooth
12.004,0,,0.395,0,,2.755,0.38,2.763,10pts smooth,0.49220014,2.8888071,500pts smooth
12.006,1,0.34,0.34,1,2.82,2.82,0.417,2.8,10pts smooth,0.49095464,2.8881798,500pts smooth
12.008,1,0.46,0.46,1,2.85,2.85,0.449,2.827,10pts smooth,0.48970458,2.8875449,500pts smooth
12.01,1,0.56,0.56,1,2.85,2.85,0.472,2.833,10pts smooth,0.48845103,2.8869033,500pts smooth
12.012,1,0.42,0.42,1,2.77,2.77,0.489,2.838,10pts smooth,0.48719507,2.8862555,500pts smooth
12.014,1,0.5,0.5,1,2.88,2.88,0.482,2.861,10pts smooth,0.48593774,2.8856027,500pts smooth
12.016,0,,0.475,0,,2.9,0.473,2.891,10pts smooth,0.48468012,2.8849452,500pts smooth
12.018,1,0.45,0.45,1,2.92,2.92,0.49,2.938,10pts smooth,0.4834232,2.8842835,500pts smooth
12.02,1,0.55,0.55,1,2.96,2.96,0.511,2.97,10pts smooth,0.48216814,2.8836191,500pts smooth
12.022,1,0.51,0.51,1,3,3,0.523,2.946,10pts smooth,0.48091593,2.882952,500pts smooth
12.024,1,0.55,0.55,1,2.93,2.93,0.529,2.898,10pts smooth,0.47966769,2.8822834,500pts smooth
12.026,1,0.52,0.52,1,2.78,2.78,0.526,2.816,10pts smooth,0.47842443,2.8816137,500pts smooth
12.028,0,,0.5,0,,2.72,0.52,2.738,10pts smooth,0.47718722,2.8809438,500pts smooth
12.03,1,0.48,0.48,1,2.66,2.66,0.519,2.705,10pts smooth,0.47595713,2.8802745,500pts smooth
12.032,1,0.59,0.59,1,2.78,2.78,0.507,2.702,10pts smooth,0.4747352,2.8796062,500pts smooth
12.034,1,0.44,0.44,1,2.68,2.68,0.458,2.76,10pts smooth,0.47352254,2.8789401,500pts smooth
12.036,1,0.43,0.43,1,2.79,2.79,0.401,2.823,10pts smooth,0.47232017,2.8782766,500pts smooth
12.038,1,0.26,0.26,1,2.99,2.99,0.336,2.856,10pts smooth,0.47112915,2.8776164,500pts smooth
12.04,1,0.33,0.33,1,2.83,2.83,0.3,2.861,10pts smooth,0.46995059,2.8769603,500pts smooth
12.042,0,,0.285,0,,2.81,0.275,2.848,10pts smooth,0.46878546,2.8763092,500pts smooth
12.044,1,0.24,0.24,1,2.79,2.79,0.251,2.799,10pts smooth,0.46763492,2.8756633,500pts smooth
12.046,1,0.27,0.27,1,2.85,2.85,0.237,2.757,10pts smooth,0.46649995,2.8750241,500pts smooth
12.048,1,0.18,0.18,1,2.64,2.64,0.246,2.757,10pts smooth,0.46538165,2.8743916,500pts smooth
12.05,1,0.25,0.25,1,2.8,2.8,0.253,2.78,10pts smooth,0.46428108,2.8737671,500pts smooth
12.052,1,0.33,0.33,1,2.85,2.85,0.229,2.85,10pts smooth,0.46319932,2.8731508,500pts smooth
12.054,0,,0.205,0,,2.93,0.205,2.933,10pts smooth,0.46213737,2.8725441,500pts smooth
12.056,1,0.08,0.08,1,3.01,3.01,0.185,3.007,10pts smooth,0.46109635,2.8719468,500pts smooth
12.058,1,0.21,0.21,1,3.05,3.05,0.182,3.055,10pts smooth,0.46007729,2.8713605,500pts smooth
12.06,1,0.24,0.24,1,3.09,3.09,0.241,3.03,10pts smooth,0.45908126,2.8707855,500pts smooth
12.062,1,0.31,0.31,1,2.98,2.98,0.31,2.97,10pts smooth,0.45810932,2.8702226,500pts smooth
12.064,1,0.39,0.39,1,2.85,2.85,0.349,2.863,10pts smooth,0.45716253,2.8696725,500pts smooth
12.066,0,,0.365,0,,2.74,0.373,2.756,10pts smooth,0.45624197,2.8691359,500pts smooth
12.068,1,0.34,0.34,1,2.63,2.63,0.369,2.696,10pts smooth,0.45534867,2.8686135,500pts smooth
12.07,1,0.43,0.43,1,2.75,2.75,0.363,2.67,10pts smooth,0.45448369,2.8681064,500pts smooth
12.072,1,0.27,0.27,1,2.67,2.67,0.383,2.723,10pts smooth,0.45364812,2.8676147,500pts smooth
12.074,1,0.46,0.46,1,2.7,2.7,0.405,2.786,10pts smooth,0.45284298,2.8671396,500pts smooth
12.076,1,0.45,0.45,1,2.96,2.96,0.431,2.794,10pts smooth,0.45206937,2.8666816,500pts smooth
12.078,0,,0.43,0,,2.825,0.451,2.791,10pts smooth,0.45132837,2.8662415,500pts smooth
12.08,1,0.41,0.41,1,2.69,2.69,0.45,2.777,10pts smooth,0.45062095,2.8658199,500pts smooth
12.082,1,0.46,0.46,1,2.67,2.67,0.419,2.763,10pts smooth,0.44994828,2.865418,500pts smooth
12.084,1,0.45,0.45,1,2.86,2.86,0.33,2.799,10pts smooth,0.44931132,2.8650358,500pts smooth
12.086,1,0.15,0.15,1,2.9,2.9,0.233,2.835,10pts smooth,0.44871122,2.8646746,500pts smooth
12.088,1,0.04,0.04,1,2.78,2.78,0.154,2.815,10pts smooth,0.44814897,2.8643348,500pts smooth
12.09,1,0.18,0.18,1,2.79,2.79,0.094,2.771,10pts smooth,0.44762567,2.8640175,500pts smooth
12.092,0,,0.12,0,,2.705,0.088,2.686,10pts smooth,0.44714239,2.863723,500pts smooth
12.094,1,0.06,0.06,1,2.62,2.62,0.105,2.617,10pts smooth,0.44670016,2.8634522,500pts smooth
12.096,1,0.12,0.12,1,2.56,2.56,0.124,2.629,10pts smooth,0.44630003,2.8632057,500pts smooth
12.098,1,0.13,0.13,1,2.61,2.61,0.15,2.677,10pts smooth,0.44594312,2.8629844,500pts smooth
12.1,1,0.24,0.24,1,2.86,2.86,0.178,2.787,10pts smooth,0.44560945,2.8627729,500pts smooth
12.102,1,0.21,0.21,1,2.92,2.92,0.213,2.897,10pts smooth,0.44527864,2.8625553,500pts smooth
12.104,0,,0.23,0,,2.935,0.264,2.957,10pts smooth,0.44495106,2.8623316,500pts smooth
12.106,1,0.25,0.25,1,2.95,2.95,0.32,2.932,10pts smooth,0.44462705,2.8621027,500pts smooth
12.108,1,0.5,0.5,1,2.92,2.92,0.37,2.873,10pts smooth,0.44430694,2.8618684,500pts smooth
12.11,1,0.39,0.39,1,2.74,2.74,0.393,2.793,10pts smooth,0.44399109,2.8616295,500pts smooth
12.112,1,0.35,0.35,1,2.71,2.71,0.403,2.711,10pts smooth,0.4436799,2.8613861,500pts smooth
12.114,1,0.42,0.42,1,2.66,2.66,0.391,2.658,10pts smooth,0.44337362,2.8611386,500pts smooth
12.116,0,,0.385,0,,2.635,0.387,2.63,10pts smooth,0.44307271,2.8608873,500pts smooth
12.118,1,0.35,0.35,1,2.61,2.61,0.426,2.65,10pts smooth,0.44277743,2.8606324,500pts smooth
12.12,1,0.55,0.55,1,2.69,2.69,0.475,2.691,10pts smooth,0.44248819,2.8603742,500pts smooth
12.122,1,0.49,0.49,1,2.78,2.78,0.533,2.745,10pts smooth,0.44220531,2.8601136,500pts smooth
12.124,1,0.61,0.61,1,2.8,2.8,0.582,2.8,10pts smooth,0.44192913,2.8598502,500pts smooth
12.126,0,,0.59,0,,2.825,0.586,2.827,10pts smooth,0.44166005,2.8595848,500pts smooth
12.128,1,0.57,0.57,1,2.85,2.85,0.569,2.844,10pts smooth,0.44139835,2.8593175,500pts smooth
12.13,1,0.59,0.59,1,2.85,2.85,0.529,2.855,10pts smooth,0.44114447,2.8590488,500pts smooth
12.132,1,0.37,0.37,1,2.87,2.87,0.487,2.868,10pts smooth,0.44089866,2.858779,500pts smooth
12.134,1,0.53,0.53,1,2.88,2.88,0.465,2.897,10pts smooth,0.44066134,2.8585083,500pts smooth
12.136,1,0.43,0.43,1,2.91,2.91,0.453,2.925,10pts smooth,0.44043285,2.858237,500pts smooth
12.138,1,0.47,0.47,1,2.98,2.98,0.455,2.944,10pts smooth,0.4402135,2.8579657,500pts smooth
12.14,0,,0.47,0,,2.96,0.466,2.954,10pts smooth,0.44000366,2.8576946,500pts smooth
12.142,1,0.47,0.47,1,2.94,2.94,0.493,2.945,10pts smooth,0.43980372,2.857424,500pts smooth
12.144,0,,0.52,0,,2.915,0.526,2.93,10pts smooth,0.439614,2.8571541,500pts smooth
12.146,1,0.57,0.57,1,2.89,2.89,0.562,2.926,10pts smooth,0.43943483,2.8568854,500pts smooth
12.148,1,0.61,0.61,1,2.97,2.97,0.59,2.917,10pts smooth,0.43926659,2.8566184,500pts smooth
12.15,0,,0.59,0,,2.9,0.587,2.883,10pts smooth,0.43910962,2.856353,500pts smooth
12.152,1,0.57,0.57,1,2.83,2.83,0.572,2.844,10pts smooth,0.43896425,2.8560901,500pts smooth
12.154,0,,0.545,0,,2.795,0.551,2.808,10pts smooth,0.43883088,2.8558295,500pts smooth
12.156,1,0.52,0.52,1,2.76,2.76,0.532,2.785,10pts smooth,0.43870983,2.8555717,500pts smooth
12.158,0,,0.525,0,,2.8,0.533,2.81,10pts smooth,0.4386014,2.8553171,500pts smooth
12.16,1,0.53,0.53,1,2.84,2.84,0.533,2.835,10pts smooth,0.43850604,2.8550661,500pts smooth
12.162,1,0.56,0.56,1,2.89,2.89,0.513,2.817,10pts smooth,0.43842405,2.8548188,500pts smooth
12.164,0,,0.485,0,,2.79,0.49,2.788,10pts smooth,0.43835574,2.8545759,500pts smooth
12.166,1,0.41,0.41,1,2.69,2.69,0.463,2.75,10pts smooth,0.43830153,2.8543372,500pts smooth
12.168,0,,0.455,0,,2.705,0.436,2.718,10pts smooth,0.43826175,2.8541036,500pts smooth
12.17,1,0.5,0.5,1,2.72,2.72,0.422,2.721,10pts smooth,0.43823671,2.8538749,500pts smooth
12.172,1,0.33,0.33,1,2.78,2.78,0.43,2.712,10pts smooth,0.43822682,2.8536518,500pts smooth
12.174,0,,0.425,0,,2.725,0.436,2.713,10pts smooth,0.43823239,2.8534346,500pts smooth
12.176,1,0.52,0.52,1,2.67,2.67,0.423,2.729,10pts smooth,0.43825376,2.8532236,500pts smooth
12.178,0,,0.405,0,,2.745,0.407,2.769,10pts smooth,0.43829134,2.853019,500pts smooth
12.18,1,0.29,0.29,1,2.82,2.82,0.378,2.885,10pts smooth,0.4383454,2.8528214,500pts smooth
12.182,1,0.39,0.39,1,3.09,3.09,0.349,2.997,10pts smooth,0.43841636,2.8526306,500pts smooth
12.184,0,,0.365,0,,3.07,0.342,3.037,10pts smooth,0.43850455,2.8524475,500pts smooth
12.186,1,0.34,0.34,1,3.05,3.05,0.35,3.034,10pts smooth,0.43861029,2.8522723,500pts smooth
12.188,0,,0.36,0,,2.937,0.374,2.949,10pts smooth,0.43873397,2.8521051,500pts smooth
12.19,2,0.38,0.38,2,2.825,2.825,0.413,2.851,10pts smooth,0.43887588,2.8519466,500pts smooth
12.192,0,,0.485,0,,2.788,0.487,2.798,10pts smooth,0.43903646,2.8517969,500pts smooth
12.194,1,0.59,0.59,1,2.75,2.75,0.556,2.768,10pts smooth,0.43921599,2.8516562,500pts smooth
12.196,0,,0.59,0,,2.785,0.568,2.786,10pts smooth,0.43941486,2.8515251,500pts smooth
12.198,1,0.59,0.59,1,2.82,2.82,0.561,2.813,10pts smooth,0.43963337,2.8514037,500pts smooth
12.2,0,,0.515,0,,2.835,0.541,2.815,10pts smooth,0.43987194,2.8512926,500pts smooth
12.202,1,0.44,0.44,1,2.85,2.85,0.522,2.812,10pts smooth,0.44013086,2.851192,500pts smooth
12.204,1,0.59,0.59,1,2.75,2.75,0.538,2.796,10pts smooth,0.44041049,2.8511021,500pts smooth
12.206,0,,0.575,0,,2.783,0.557,2.786,10pts smooth,0.44071123,2.8510234,500pts smooth
12.208,0,,0.56,0,,2.815,0.558,2.811,10pts smooth,0.44103336,2.8509562,500pts smooth
12.21,0,,0.545,0,,2.848,0.552,2.854,10pts smooth,0.44137728,2.8509007,500pts smooth
12.212,1,0.53,0.53,1,2.88,2.88,0.542,2.92,10pts smooth,0.44174331,2.8508575,500pts smooth
12.214,1,0.53,0.53,1,3.03,3.03,0.528,2.982,10pts smooth,0.44213185,2.8508267,500pts smooth
12.216,0,,0.515,0,,3.03,0.507,3.016,10pts smooth,0.44254318,2.8508086,500pts smooth
