Core,Age,Oxygen,delW,sea_level,age_ka,sea_level_smooth
846 Liseicki,605.65,3.37,0.44,-35.21,9680,-12.2
846 Liseicki,610.52,3.15,0.22,-17.73,9700,-12.5
846 Liseicki,614.17,3.38,0.45,-36.22,9720,-12.9
846 Liseicki,617.85,3.54,0.61,-49.12,9740,-13.3
846 Liseicki,620.12,3.75,0.82,-50.75,9760,-13.7
846 Liseicki,622.91,4.24,1.32,-80.95,9780,-14
846 Liseicki,625.41,4.14,1.22,-74.85,9800,-14.2
846 Liseicki,628,4.46,1.54,-94.59,9820,-14.3
846 Liseicki,629.67,4.15,1.23,-75.54,9840,-14.2
846 Liseicki,630.97,4.29,1.37,-84.18,9860,-13.9
846 Liseicki,632.31,4.35,1.43,-87.9,9880,-13.5
846 Liseicki,633.9,4.22,1.3,-79.93,9900,-12.9
846 Liseicki,635.13,4.12,1.2,-73.8,9920,-12.2
846 Liseicki,637.61,4.17,1.25,-76.93,9940,-11.4
846 Liseicki,639.62,4.03,1.11,-68.35,9960,-10.6
846 Liseicki,642.22,4.09,1.17,-72.1,9980,-9.7
846 Liseicki,644.01,4.09,1.17,-72.13,10000,-8.9
846 Liseicki,646.01,4.1,1.18,-72.78,10020,-8.1
846 Liseicki,647.6,4.08,1.16,-71.58,10040,-7.5
846 Liseicki,650.75,3.95,1.03,-63.65,10060,-6.8
846 Liseicki,653.75,3.91,1,-61.24,10080,-6.3
846 Liseicki,655.11,3.97,1.06,-64.96,10100,-5.9
846 Liseicki,657.02,3.9,0.99,-60.69,10120,-5.5
846 Liseicki,658.38,3.87,0.96,-58.87,10140,-5.1
846 Liseicki,660.02,3.83,0.92,-56.44,10160,-4.8
846 Liseicki,661.96,3.69,0.78,-47.87,10180,-4.6
846 Liseicki,663.71,3.91,1,-61.44,10200,-4.4
846 Liseicki,664.29,3.68,0.77,-47.3,10220,-4.2
846 Liseicki,667.49,3.91,1,-61.51,10240,-4.1
846 Liseicki,670.4,3.78,0.87,-53.57,10260,-3.9
846 Liseicki,672.14,3.74,0.83,-51.14,10280,-3.8
846 Liseicki,673.43,3.92,1.01,-62.24,10300,-3.6
846 Liseicki,674.68,3.78,0.87,-53.65,10320,-3.4
846 Liseicki,676.2,3.85,0.94,-57.99,10340,-3.1
846 Liseicki,677.73,3.8,0.89,-54.94,10360,-2.9
846 Liseicki,680.27,3.79,0.88,-54.37,10380,-2.5
846 Liseicki,684.35,3.39,0.48,-29.84,10400,-2.2
846 Liseicki,711.08,3.84,0.94,-57.98,10420,-1.8
846 Liseicki,719.4,3.99,1.09,-67.31,10440,-1.4
846 Liseicki,721.48,3.95,1.05,-64.88,10460,-1.1
846 Liseicki,722.71,4,1.1,-67.97,10480,-0.7
846 Liseicki,723.75,3.79,0.89,-55.06,10500,-0.4
846 Liseicki,724.9,3.59,0.7,-42.77,10520,-0.1
846 Liseicki,726.74,3.54,0.65,-39.72,10540,0.3
846 Liseicki,729.9,3.63,0.74,-45.3,10560,0.7
846 Liseicki,737.66,3.75,0.86,-52.78,10580,1.1
846 Liseicki,742.19,3.66,0.77,-47.3,10600,1.7
846 Liseicki,744.15,3.77,0.88,-54.1,10620,2.3
846 Liseicki,745.68,3.7,0.81,-49.81,10640,3.1
846 Liseicki,746.76,3.88,0.99,-60.9,10660,3.8
846 Liseicki,748.65,4.01,1.12,-68.92,10680,4.6
846 Liseicki,753.27,3.83,0.94,-57.91,10700,5.3
846 Liseicki,756.54,3.83,0.94,-57.95,10720,5.9
846 Liseicki,760.1,3.67,0.78,-48.15,10740,6.3
846 Liseicki,763.56,3.47,0.58,-35.89,10760,6.5
846 Liseicki,766.71,3.52,0.63,-39.01,10780,6.6
846 Liseicki,769.27,3.39,0.5,-31.04,10800,6.4
846 Liseicki,771.78,3.3,0.41,-25.53,10820,6.1
846 Liseicki,774.05,3.34,0.46,-28.03,10840,5.7
846 Liseicki,776.56,3.09,0.21,-12.68,10860,5.2
846 Liseicki,779.65,3.04,0.16,-9.64,10880,4.8
846 Liseicki,782.58,3.02,0.14,-8.45,10900,4.3
846 Liseicki,785.33,3.13,0.25,-15.25,10920,3.8
846 Liseicki,787.42,3.39,0.51,-31.27,10940,3.4
846 Liseicki,789.24,3.5,0.61,-37.76,10960,2.9
846 Liseicki,792.81,3.33,0.45,-27.65,10980,2.5
846 Liseicki,794.83,4.04,1.16,-71.37,11000,2.1
846 Liseicki,798.26,3.99,1.11,-68.33,11020,1.7
846 Liseicki,801.96,3.96,1.08,-66.52,11040,1.3
846 Liseicki,805.33,3.77,0.89,-54.85,11060,1
846 Liseicki,807.98,3.8,0.92,-56.72,11080,0.8
846 Liseicki,810.03,3.44,0.56,-34.58,11100,0.6
846 Liseicki,812.19,3.74,0.86,-53.05,11120,0.6
846 Liseicki,814.51,3.66,0.78,-48.14,11140,0.6
846 Liseicki,816.55,3.53,0.65,-40.16,11160,0.7
846 Liseicki,819.04,3.37,0.49,-30.33,11180,0.9
846 Liseicki,821.59,3.22,0.34,-21.12,11200,1.1
846 Liseicki,823.88,3.48,0.6,-37.13,11220,1.3
846 Liseicki,832.19,3.41,0.53,-32.88,11240,1.4
846 Liseicki,834.82,3.39,0.51,-31.66,11260,1.5
846 Liseicki,837.44,3.42,0.54,-33.53,11280,1.5
846 Liseicki,840.06,3.35,0.48,-29.23,11300,1.4
846 Liseicki,842.68,3.13,0.26,-15.72,11320,1.3
846 Liseicki,845.29,3.03,0.16,-9.58,11340,1.1
846 Liseicki,847.91,3.08,0.21,-12.67,11360,1
846 Liseicki,850.8,3.21,0.34,-20.69,11380,0.8
846 Liseicki,853.42,3.4,0.53,-32.4,11400,0.7
846 Liseicki,856.63,2.95,0.08,-4.73,11420,0.7
846 Liseicki,860.67,2.98,0.11,-6.6,11440,0.7
846 Liseicki,863.78,3.3,0.43,-26.31,11460,0.8
846 Liseicki,866.93,3.82,0.95,-58.33,11480,0.9
846 Liseicki,869.96,3.8,0.93,-57.12,11500,0.9
846 Liseicki,873.35,4.15,1.28,-78.67,11520,1
846 Liseicki,876.32,4.05,1.18,-72.54,11540,0.9
846 Liseicki,878.65,4.14,1.27,-78.09,11560,0.8
846 Liseicki,880.82,4.08,1.21,-74.42,11580,0.7
846 Liseicki,883.5,3.92,1.05,-64.59,11600,0.5
846 Liseicki,886.17,3.82,0.95,-58.45,11620,0.3
846 Liseicki,889.18,3.9,1.03,-63.39,11640,0
846 Liseicki,892.85,3.87,1,-61.57,11660,-0.2
846 Liseicki,897.28,3.81,0.94,-57.91,11680,-0.4
846 Liseicki,900.33,3.82,0.95,-58.54,11700,-0.6
846 Liseicki,902,3.41,0.54,-33.31,11720,-0.8
846 Liseicki,903.44,3.53,0.66,-40.7,11740,-1.1
846 Liseicki,904.39,3.58,0.71,-43.77,11760,-1.3
846 Liseicki,905.59,3.51,0.64,-39.47,11780,-1.6
846 Liseicki,906.78,3.45,0.58,-35.78,11800,-1.9
846 Liseicki,908.46,3.51,0.64,-39.47,11820,-2.1
846 Liseicki,910.85,3.51,0.64,-39.47,11840,-2.3
846 Liseicki,915.87,3.62,0.75,-46.24,11860,-2.4
846 Liseicki,921.37,3.76,0.89,-54.85,11880,-2.3
846 Liseicki,924.48,3.89,1.02,-62.85,11900,-2.1
846 Liseicki,926.44,3.82,0.95,-58.54,11920,-1.7
846 Liseicki,927.67,3.83,0.96,-59.16,11940,-1.1
846 Liseicki,928.49,3.6,0.73,-45.01,11960,-0.4
846 Liseicki,931.87,3.59,0.72,-44.39,11980,0.5
846 Liseicki,935.86,3.39,0.52,-32.08,12000,1.4
846 Liseicki,938.93,3.31,0.44,-27.16,12020,2.3
846 Liseicki,942.09,2.87,0,-0.09,12040,3.2
846 Liseicki,944.55,3.12,0.25,-15.47,12060,4.1
846 Liseicki,947.25,2.99,0.12,-7.47,12080,4.8
846 Liseicki,949.57,2.89,0.02,-1.32,12100,5.5
846 Liseicki,952.11,2.75,-0.12,7.3,12120,6.1
846 Liseicki,954.91,2.7,-0.17,10.37,12140,6.5
846 Liseicki,957.39,3.44,0.57,-35.16,12160,6.8
846 Liseicki,959.63,3.17,0.3,-18.55,12180,6.9
846 Liseicki,965.25,3.57,0.7,-43.16,12200,6.9
846 Liseicki,968.79,3.34,0.47,-29.01,12220,6.7
846 Liseicki,972.53,3.25,0.38,-23.47,12240,6.4
846 Liseicki,976.26,3.19,0.32,-19.78,12260,6
846 Liseicki,979.99,3.06,0.19,-11.78,12280,5.4
846 Liseicki,984.03,3.3,0.43,-26.55,12300,4.7
846 Liseicki,988.61,3.36,0.49,-30.24,12320,3.9
846 Liseicki,993.23,3.17,0.3,-18.24,12340,3.1
846 Liseicki,997.39,3.32,0.45,-27.78,12360,2.2
846 Liseicki,1002.02,3.45,0.58,-35.46,12380,1.3
846 Liseicki,1006.18,3.42,0.55,-33.9,12400,0.4
846 Liseicki,1007.11,3.58,0.71,-43.74,12420,-0.3
846 Liseicki,1011.27,3.59,0.72,-44.33,12440,-0.9
846 Liseicki,1016.75,3.14,0.27,-16.61,12460,-1.4
846 Liseicki,1018.14,3.42,0.55,-33.84,12480,-1.7
846 Liseicki,1023.77,3,0.13,-7.96,12500,-1.9
846 Liseicki,1025.11,3.26,0.39,-23.95,12520,-1.9
846 Liseicki,1028.99,3.22,0.34,-21.17,12540,-1.9
846 Liseicki,1029.84,3.71,0.84,-51.62,12560,-1.9
846 Liseicki,1032.91,3.54,0.67,-41.14,12580,-1.8
846 Liseicki,1036.15,3.77,0.9,-55.28,12600,-1.8
846 Liseicki,1038.58,3.83,0.96,-58.96,12620,-1.9
846 Liseicki,1040.76,3.74,0.87,-53.41,12640,-2
846 Liseicki,1043.03,3.68,0.81,-49.7,12660,-2.3
846 Liseicki,1045.19,3.57,0.7,-42.93,12680,-2.6
846 Liseicki,1047.22,3.64,0.77,-47.22,12700,-3.1
846 Liseicki,1049.05,3.59,0.72,-44.14,12720,-3.6
846 Liseicki,1051.33,3.54,0.67,-41.05,12740,-4.2
846 Liseicki,1053.61,3.57,0.7,-42.88,12760,-4.8
846 Liseicki,1055.9,3.56,0.69,-42.25,12780,-5.4
846 Liseicki,1058.17,3.51,0.64,-39.17,12800,-6.1
846 Liseicki,1060.23,3.4,0.53,-32.39,12820,-6.7
846 Liseicki,1062.31,3.15,0.28,-16.99,12840,-7.3
846 Liseicki,1064.6,3.03,0.16,-9.6,12860,-7.8
846 Liseicki,1067.53,2.7,-0.17,10.72,12880,-8.2
846 Liseicki,1070.55,2.28,-0.59,36.58,12900,-8.6
846 Liseicki,1072.79,3.29,0.42,-25.55,12920,-8.7
846 Liseicki,1074.74,3.39,0.52,-31.7,12940,-8.7
846 Liseicki,1076.65,2.72,-0.15,9.54,12960,-8.4
846 Liseicki,1078.23,2.97,0.09,-5.84,12980,-7.8
846 Liseicki,1079.89,2.94,0.06,-3.98,13000,-7
846 Liseicki,1081.65,3.2,0.32,-19.97,13020,-5.9
846 Liseicki,1083.26,2.99,0.11,-7.04,13040,-4.7
846 Liseicki,1084.86,2.97,0.09,-5.8,13060,-3.3
846 Liseicki,1086.46,3.5,0.62,-38.4,13080,-1.9
846 Liseicki,1088.22,3.6,0.72,-44.55,13100,-0.6
846 Liseicki,1089.98,3.6,0.72,-44.54,13120,0.6
846 Liseicki,1091.79,3.64,0.76,-46.99,13140,1.5
846 Liseicki,1093.98,3.48,0.6,-37.14,13160,2.1
846 Liseicki,1096.39,3.66,0.78,-48.2,13180,2.3
846 Liseicki,1098.51,3.69,0.81,-50.03,13200,2.3
846 Liseicki,1100.43,3.44,0.56,-34.64,13220,2
846 Liseicki,1102.14,3.26,0.38,-23.56,13240,1.4
846 Liseicki,1105.13,3.36,0.48,-29.69,13260,0.7
846 Liseicki,1106.62,3.19,0.31,-19.23,13280,0
846 Liseicki,1108.12,3.25,0.37,-22.91,13300,-0.6
846 Liseicki,1109.58,3.28,0.4,-24.75,13320,-1.1
846 Liseicki,1111.38,3.56,0.68,-41.97,13340,-1.4
846 Liseicki,1113.26,3.59,0.71,-43.8,13360,-1.6
846 Liseicki,1115.04,3.67,0.79,-48.72,13380,-1.5
846 Liseicki,1117.47,3.7,0.82,-50.55,13400,-1.3
846 Liseicki,1119.78,3.84,0.96,-59.15,13420,-1
846 Liseicki,1122.44,3.72,0.84,-51.76,13440,-0.7
846 Liseicki,1125.08,3.78,0.9,-55.43,13460,-0.4
846 Liseicki,1127.4,3.7,0.82,-50.5,13480,-0.3
846 Liseicki,1129.71,3.57,0.69,-42.49,13500,-0.3
846 Liseicki,1131.79,3.72,0.84,-51.71,13520,-0.4
846 Liseicki,1134.11,3.41,0.53,-32.62,13540,-0.8
846 Liseicki,1135.96,3.31,0.43,-26.46,13560,-1.3
846 Liseicki,1138.04,3.28,0.4,-24.6,13580,-1.8
846 Liseicki,1140.35,3.24,0.36,-22.13,13600,-2.4
846 Liseicki,1142.66,3.25,0.37,-22.73,13620,-2.9
846 Liseicki,1144.93,3.4,0.52,-31.95,13640,-3.2
846 Liseicki,1147.31,3.22,0.34,-20.86,13660,-3.2
846 Liseicki,1149.47,3.16,0.28,-17.16,13680,-2.8
846 Liseicki,1151.85,2.98,0.1,-6.07,13700,-1.9
846 Liseicki,1154.01,3.04,0.16,-9.75,13720,-0.6
846 Liseicki,1155.95,3.06,0.18,-10.97,13740,1.2
846 Liseicki,1158.12,3.25,0.37,-22.65,13760,3.5
846 Liseicki,1160.2,3.14,0.26,-15.87,13780,6.2
846 Liseicki,1162.9,2.9,0.02,-1.09,13800,9.2
846 Liseicki,1165.61,3.15,0.27,-16.46,13820,12.4
846 Liseicki,1168.31,3.16,0.28,-17.06,13840,15.5
846 Liseicki,1171.85,2.86,-0.02,1.42,13860,18.3
846 Liseicki,1175.23,2.93,0.05,-2.87,13880,20.8
846 Liseicki,1178.6,3.3,0.42,-25.62,13900,22.8
846 Liseicki,1181.98,3.07,0.19,-11.45,13920,24.2
846 Liseicki,1185.81,3.47,0.59,-36.05,13940,25
846 Liseicki,1189.67,3.52,0.64,-39.1,13960,25.3
846 Liseicki,1193.53,3.5,0.62,-37.85,13980,25
846 Liseicki,1197.39,3.46,0.57,-35.37,14000,24.4
846 Liseicki,1201.11,3.23,0.34,-21.2,14020,23.6
846 Liseicki,1204.43,3.53,0.64,-39.66,14040,22.6
846 Liseicki,1207.74,3.45,0.56,-34.73,14060,21.6
846 Liseicki,1211.72,3.54,0.65,-40.26,14080,20.7
846 Liseicki,1215.87,3.38,0.49,-30.41,14100,19.9
846 Liseicki,1220.01,3.13,0.24,-15.03,14120,19.3
846 Liseicki,1224.51,3.13,0.24,-15.02,14140,18.8
846 Liseicki,1228.08,2.91,0.02,-1.48,14160,18.6
846 Liseicki,1231.64,3.12,0.23,-14.4,14180,18.6
846 Liseicki,1235.21,2.85,-0.04,2.22,14200,18.6
846 Liseicki,1238.56,2.87,-0.02,1,14220,18.8
846 Liseicki,1241.08,3.19,0.3,-18.69,14240,19
846 Liseicki,1243.42,3.42,0.53,-32.84,14260,19.3
846 Liseicki,1245.56,3.78,0.89,-54.99,14280,19.4
846 Liseicki,1246.71,3.63,0.74,-45.76,14300,19.4
846 Liseicki,1247.4,3.81,0.92,-56.83,14320,19.3
846 Liseicki,1247.91,3.74,0.85,-52.52,14340,19
846 Liseicki,1248.59,3.94,1.05,-64.83,14360,18.7
846 Liseicki,1249.79,3.88,0.99,-61.13,14380,18.2
846 Liseicki,1251.59,3.61,0.72,-44.52,14400,17.8
846 Liseicki,1253.7,3.66,0.77,-47.59,14420,17.4
846 Liseicki,1256.14,3.58,0.69,-42.67,14440,17.2
846 Liseicki,1258.03,3.55,0.66,-40.82,14460,17.1
846 Liseicki,1261.41,3.46,0.57,-35.28,14480,17.1
846 Liseicki,1265.48,3.34,0.45,-27.89,14500,17.3
846 Liseicki,1269.39,3.25,0.36,-22.35,14520,17.7
846 Liseicki,1273.13,3.21,0.32,-19.88,14540,18.1
846 Liseicki,1277.16,3.13,0.24,-14.95,14560,18.6
846 Liseicki,1279.91,3.04,0.15,-9.41,14580,19.2
846 Liseicki,1281.93,3.17,0.28,-17.41,14600,19.8
846 Liseicki,1284.01,3.23,0.34,-21.1,14620,20.4
846 Liseicki,1285.91,3.39,0.5,-30.94,14640,21.1
846 Liseicki,1287.7,3.61,0.72,-44.47,14660,21.8
846 Liseicki,1289.49,3.71,0.82,-50.62,14680,22.5
846 Liseicki,1291.28,3.64,0.75,-46.31,14700,23.2
846 Liseicki,1293.05,3.62,0.73,-45.08,14720,24
846 Liseicki,1294.71,3.58,0.69,-42.62,14740,24.9
846 Liseicki,1295.88,3.56,0.67,-41.39,14760,25.7
846 Liseicki,1297.53,3.62,0.73,-45.08,14780,26.5
846 Liseicki,1298.53,3.71,0.82,-50.61,14800,27.2
846 Liseicki,1299.69,3.45,0.56,-34.61,14820,27.9
846 Liseicki,1300.85,3.47,0.58,-35.85,14840,28.4
846 Liseicki,1302.67,3.49,0.6,-37.08,14860,28.9
846 Liseicki,1304.66,3.41,0.52,-32.17,14880,29.3
846 Liseicki,1307.15,3.3,0.41,-25.41,14900,29.6
846 Liseicki,1309.64,3.15,0.26,-16.19,14920,30
846 Liseicki,1311.82,3.13,0.24,-14.97,14940,30.4
846 Liseicki,1313.48,3.06,0.17,-10.67,14960,30.8
846 Liseicki,1315.13,3.16,0.27,-16.83,14980,31.3
846 Liseicki,1316.32,3.01,0.12,-7.6,15000,31.9
846 Liseicki,1318.15,3.2,0.31,-19.3,15020,32.4
846 Liseicki,1319.53,3.37,0.48,-29.77,15040,32.8
846 Liseicki,1320.76,3.5,0.61,-37.77,15060,33.1
846 Liseicki,1322.47,3.5,0.61,-37.78,15080,33.2
846 Liseicki,1324.18,3.51,0.62,-38.4,15100,33
846 Liseicki,1326.01,3.46,0.57,-35.33,15120,32.5
846 Liseicki,1328.77,3.52,0.63,-39.03,15140,31.8
846 Liseicki,1331.82,3.5,0.61,-37.81,15160,30.7
846 Liseicki,1335.18,3.45,0.56,-34.75,15180,29.4
846 Liseicki,1343.08,3.34,0.46,-28.01,15200,27.8
846 Liseicki,1345.73,3.25,0.37,-22.48,15220,26.2
846 Liseicki,1348.54,2.95,0.07,-4.04,15240,24.5
846 Liseicki,1350.83,2.9,0.02,-0.97,15260,22.8
846 Liseicki,1352.65,2.84,-0.04,2.72,15280,21.2
846 Liseicki,1355.17,2.77,-0.11,7.01,15300,19.8
846 Liseicki,1357.45,3.04,0.16,-9.61,15320,18.5
846 Liseicki,1359.65,3.11,0.22,-13.62,15340,17.6
846 Liseicki,1362.5,3.27,0.39,-23.78,15360,16.9
846 Liseicki,1365.59,3.41,0.53,-32.41,15380,16.5
846 Liseicki,1367.9,3.58,0.7,-42.87,15400,16.5
846 Liseicki,1370.49,3.57,0.69,-42.27,15420,16.8
846 Liseicki,1375.12,3.47,0.59,-36.13,15440,17.2
846 Liseicki,1377.59,3.54,0.66,-40.45,15460,17.7
846 Liseicki,1379.91,3.44,0.56,-34.31,15480,18.3
846 Liseicki,1382.13,3.46,0.58,-35.55,15500,18.7
846 Liseicki,1384.99,3.21,0.33,-20.17,15520,18.8
846 Liseicki,1387.82,3.27,0.39,-23.88,15540,18.7
846 Liseicki,1391,3.11,0.23,-14.04,15560,18.2
846 Liseicki,1394.36,2.91,0.03,-1.75,15580,17.4
846 Liseicki,1397.15,2.9,0.02,-1.15,15600,16.3
846 Liseicki,1399.91,3.04,0.16,-9.77,15620,15.1
846 Liseicki,1402.4,3.22,0.34,-20.87,15640,13.7
846 Liseicki,1405.26,3.37,0.49,-30.13,15660,12.3
846 Liseicki,1408.34,3.55,0.67,-41.24,15680,11
846 Liseicki,1412.12,3.63,0.75,-46.2,15700,9.9
846 Liseicki,1415.98,3.61,0.73,-45.01,15720,9
846 Liseicki,1419.19,3.44,0.56,-34.58,15740,8.3
846 Liseicki,1422.45,3.24,0.36,-22.31,15760,7.9
846 Liseicki,1425.53,3.22,0.34,-21.11,15780,7.8
846 Liseicki,1428.6,2.85,-0.03,1.62,15800,7.9
846 Liseicki,1431.68,2.87,-0.01,0.36,15820,8.3
846 Liseicki,1435.15,2.82,-0.06,3.4,15840,9
846 Liseicki,1437.94,2.58,-0.29,18.14,15860,10.1
846 Liseicki,1440.41,2.71,-0.16,10.11,15880,11.4
846 Liseicki,1442.87,2.6,-0.27,16.86,15900,13.1
846 Liseicki,1445.58,2.64,-0.23,14.37,15920,14.9
846 Liseicki,1448.64,3.09,0.22,-13.35,15940,16.9
846 Liseicki,1451.06,3.36,0.49,-29.99,15960,18.9
846 Liseicki,1454.05,3.67,0.8,-49.1,15980,20.7
846 Liseicki,1457.4,3.7,0.83,-50.98,16000,22.4
846 Liseicki,1460.75,3.56,0.69,-42.4,16020,23.9
846 Liseicki,1464.34,3.39,0.52,-31.97,16040,25
846 Liseicki,1467.32,3.09,0.22,-13.55,16060,25.9
846 Liseicki,1469.7,3.1,0.23,-14.19,16080,26.5
846 Liseicki,1472.39,3.1,0.23,-14.21,16100,26.9
846 Liseicki,1474.85,2.9,0.03,-1.93,16120,27.1
846 Liseicki,1477.32,2.83,-0.04,2.35,16140,27.3
846 Liseicki,1479.78,2.72,-0.15,9.09,16160,27.4
846 Liseicki,1482.39,2.75,-0.12,7.22,16180,27.5
846 Liseicki,1485.75,2.77,-0.1,5.95,16200,27.6
846 Liseicki,1489.83,3.3,0.43,-26.7,16220,27.7
846 Liseicki,1494.72,3.68,0.81,-50.13,16240,27.9
846 Liseicki,1500.84,3.55,0.69,-42.21,16260,28.2
846 Liseicki,1507.38,3.42,0.56,-34.35,16280,28.5
846 Liseicki,1511.96,3.09,0.23,-14.15,16300,28.8
846 Liseicki,1516.1,2.93,0.07,-4.39,16320,29.1
846 Liseicki,1520.14,3.08,0.22,-13.71,16340,29.4
846 Liseicki,1523.95,3.28,0.42,-26.1,16360,29.6
846 Liseicki,1530.97,3.46,0.6,-37.02,16380,29.7
846 Liseicki,1534.62,3.76,0.91,-55.87,16400,29.8
846 Liseicki,1538.28,3.66,0.81,-49.8,16420,29.7
846 Liseicki,1541.57,3.66,0.81,-49.87,16440,29.5
846 Liseicki,1545.31,3.16,0.31,-19.19,16460,29.1
846 Liseicki,1548.83,3.19,0.34,-21.11,16480,28.6
846 Liseicki,1552.08,3.47,0.62,-38.1,16500,28
846 Liseicki,1555.12,3.23,0.39,-23.71,16520,27.4
846 Liseicki,1558.4,3.17,0.33,-20.09,16540,26.7
846 Liseicki,1561.67,3.08,0.24,-14.62,16560,26.1
846 Liseicki,1564.48,3.15,0.31,-18.99,16580,25.5
846 Liseicki,1568.09,3.25,0.4,-24.92,16600,25
846 Liseicki,1570.62,3.34,0.5,-30.82,16620,24.5
846 Liseicki,1572.43,3.53,0.69,-42.55,16640,24.2
846 Liseicki,1576.27,3.51,0.67,-41.09,16660,24
846 Liseicki,1578.97,3.46,0.62,-38.38,16680,23.8
846 Liseicki,1580.12,3.41,0.57,-35.33,16700,23.7
846 Liseicki,1583.24,3.19,0.36,-21.87,16720,23.6
846 Liseicki,1584.03,3.24,0.41,-24.96,16740,23.5
846 Liseicki,1589.51,3.17,0.34,-20.77,16760,23.3
846 Liseicki,1591.44,3.23,0.4,-24.51,16780,23
846 Liseicki,1592.18,3.14,0.31,-18.99,16800,22.5
846 Liseicki,1595.49,3.12,0.29,-17.83,16820,21.8
846 Liseicki,1599.2,3.07,0.24,-14.83,16840,20.8
846 Liseicki,1600.31,3.09,0.26,-16.09,16860,19.6
846 Liseicki,1601.79,3.08,0.25,-15.52,16880,18
846 Liseicki,1602.83,3.06,0.23,-14.32,16900,16.2
846 Liseicki,1603.71,3.01,0.18,-11.27,16920,14.2
846 Liseicki,1605.2,3.16,0.33,-20.55,16940,12.1
846 Liseicki,1605.79,3.09,0.26,-16.26,16960,10
846 Liseicki,1607.28,3.1,0.27,-16.92,16980,7.9
846 Liseicki,1608.76,3.2,0.38,-23.12,17000,6
846 Liseicki,1610.24,3.18,0.36,-21.94,17020,4.3
846 Liseicki,1611.14,3.05,0.23,-13.97,17040,2.9
846 Liseicki,1612.03,3.3,0.48,-29.38,17060,1.8
846 Liseicki,1614.69,3.24,0.42,-25.77,17080,0.8
846 Liseicki,1617.67,3.13,0.31,-18.78,17100,0.1
846 Liseicki,1620.63,3.26,0.44,-27.18,17120,-0.5
846 Liseicki,1623.3,3.25,0.43,-26.34,17140,-0.9
846 Liseicki,1626.39,3.19,0.37,-23.05,17160,-1.3
846 Liseicki,1628.98,3.59,0.78,-47.75,17180,-1.5
846 Liseicki,1631.2,3.02,0.21,-12.74,17200,-1.6
846 Liseicki,1632.75,3.55,0.74,-45.4,17220,-1.6
846 Liseicki,1634.72,3.42,0.61,-37.46,17240,-1.6
846 Liseicki,1637.09,3.69,0.88,-54.15,17260,-1.4
846 Liseicki,1639.45,2.88,0.07,-4.08,17280,-1.3
846 Liseicki,1644.18,3.61,0.8,-49.45,17300,-1.1
846 Liseicki,1650.54,3.64,0.84,-51.49,17320,-0.9
846 Liseicki,1659.99,3.5,0.7,-43.17,17340,-0.8
846 Liseicki,1667.46,3.51,0.72,-44.02,17360,-0.6
846 Liseicki,1669.31,3.53,0.74,-45.3,17380,-0.5
846 Liseicki,1670.24,3.61,0.82,-50.26,17400,-0.3
846 Liseicki,1670.98,3.56,0.77,-47.2,17420,-0.1
846 Liseicki,1671.48,3.47,0.68,-41.68,17440,0.2
846 Liseicki,1672.23,3.42,0.63,-38.63,17460,0.5
846 Liseicki,1672.98,3.39,0.6,-36.8,17480,0.9
846 Liseicki,1674.23,3.16,0.37,-22.69,17500,1.3
846 Liseicki,1678.72,3.04,0.25,-15.45,17520,1.8
846 Liseicki,1689.36,3,0.22,-13.32,17540,2.4
846 Liseicki,1691.83,2.81,0.03,-1.7,17560,3
846 Liseicki,1692.9,3.11,0.33,-20.19,17580,3.5
846 Liseicki,1693.62,3.1,0.32,-19.6,17600,4
846 Liseicki,1694.69,3.21,0.43,-26.4,17620,4.4
846 Liseicki,1695.5,3.36,0.58,-35.66,17640,4.6
846 Liseicki,1697.51,3.41,0.63,-38.8,17660,4.7
846 Liseicki,1699.26,3.47,0.69,-42.54,17680,4.7
846 Liseicki,1702.58,3.38,0.6,-37.11,17700,4.4
846 Liseicki,1709.03,3.36,0.59,-36.09,17720,4.1
846 Liseicki,1719.68,2.97,0.2,-12.44,17740,3.5
846 Liseicki,1725.77,3.22,0.46,-28.02,17760,2.9
846 Liseicki,1727.75,2.87,0.11,-6.54,17780,2.2
846 Liseicki,1729.11,2.94,0.18,-10.9,17800,1.5
846 Liseicki,1730.02,3.26,0.5,-30.61,17820,0.8
846 Liseicki,1731.38,3.13,0.37,-22.66,17840,0.2
846 Liseicki,1735.01,2.98,0.22,-13.55,17860,-0.3
846 Liseicki,1740,3.03,0.27,-16.48,17880,-0.6
846 Liseicki,1744.01,3.27,0.51,-31.68,17900,-0.7
846 Liseicki,1747.01,3.12,0.37,-22.55,17920,-0.6
846 Liseicki,1748.58,3.48,0.73,-44.75,17940,-0.2
846 Liseicki,1751.77,3.2,0.45,-27.63,17960,0.3
846 Liseicki,1753.68,3.07,0.32,-19.69,17980,0.8
846 Liseicki,1755.83,3.17,0.42,-25.91,18000,1.4
846 Liseicki,1758.4,3.15,0.4,-24.76,18020,2
846 Liseicki,1760.68,2.79,0.04,-2.69,18040,2.5
846 Liseicki,1763.2,2.86,0.11,-7.07,18060,2.8
846 Liseicki,1766.1,2.94,0.2,-12.09,18080,2.9
846 Liseicki,1768.59,3.09,0.35,-21.4,18100,2.8
846 Liseicki,1771.07,2.76,0.02,-1.18,18120,2.6
846 Liseicki,1773.96,2.8,0.06,-3.73,18140,2.1
846 Liseicki,1776.75,2.92,0.18,-11.2,18160,1.5
